Total images: 7049
Detected images: 6994
Not detected images: 55
Average accuracy: 98.99213611667143%
image_index,detected,accuracy
1456,True,0.9666666666666667
1457,True,0.9666666666666667
1458,True,0.9666666666666667
1459,True,1.0
1460,True,0.9666666666666667
1461,True,0.9666666666666667
1462,True,1.0
1463,True,0.9666666666666667
1464,True,0.9666666666666667
1465,True,0.9666666666666667
1466,True,0.9666666666666667
1467,True,1.0
1468,True,1.0
1469,True,1.0
1470,True,1.0
1471,True,0.9666666666666667
1472,True,1.0
1473,True,0.9666666666666667
1474,True,1.0
1475,True,1.0
1476,True,1.0
1477,True,1.0
1478,True,1.0
1479,True,0.9666666666666667
1480,True,1.0
1481,True,1.0
1482,True,1.0
1483,True,1.0
1484,True,1.0
1485,True,1.0
1486,True,0.9666666666666667
1487,True,0.9666666666666667
1488,True,0.9666666666666667
1489,True,0.9666666666666667
1490,True,1.0
1491,True,0.9666666666666667
1492,True,1.0
1493,True,1.0
1494,True,0.9666666666666667
1495,True,0.9666666666666667
1496,True,1.0
1497,True,1.0
1498,True,0.9666666666666667
1499,True,1.0
1500,True,0.9666666666666667
1501,True,1.0
1502,True,1.0
1503,True,0.9666666666666667
1504,True,0.9666666666666667
1505,True,1.0
1506,True,1.0
1507,True,0.9666666666666667
1508,True,1.0
1509,True,0.9666666666666667
1510,True,0.9666666666666667
1511,True,0.9666666666666667
1512,True,1.0
1513,True,0.9666666666666667
1514,True,0.9666666666666667
1515,True,0.9666666666666667
1516,True,0.9666666666666667
1517,True,0.9666666666666667
1518,True,1.0
1519,True,1.0
1520,True,1.0
1521,True,1.0
1522,True,0.9666666666666667
1523,True,0.9666666666666667
1524,True,1.0
1525,True,1.0
1526,True,0.9666666666666667
1527,True,0.9666666666666667
1528,True,0.9666666666666667
1529,True,1.0
1530,True,1.0
1531,True,1.0
1532,True,0.9666666666666667
1533,True,1.0
1534,True,0.9666666666666667
1535,True,0.9666666666666667
1536,True,1.0
1537,True,1.0
1538,True,0.9666666666666667
1539,True,1.0
1540,True,0.9666666666666667
1541,True,0.9666666666666667
1542,True,0.9666666666666667
1543,True,1.0
1544,True,0.9666666666666667
1545,True,0.9666666666666667
1546,True,0.9666666666666667
1547,True,0.9666666666666667
1548,True,0.9666666666666667
1549,True,0.9666666666666667
1550,True,0.9666666666666667
1551,True,0.9666666666666667
1552,True,0.9666666666666667
1553,True,1.0
1554,True,0.9666666666666667
1555,True,1.0
1556,True,1.0
1557,True,0.9666666666666667
1558,True,0.9666666666666667
1559,True,1.0
1560,True,1.0
1561,True,1.0
1562,True,1.0
1563,True,1.0
1564,True,1.0
1565,True,1.0
1566,True,1.0
1567,True,0.9666666666666667
1568,True,1.0
1569,True,0.9666666666666667
1570,True,1.0
1571,True,0.9666666666666667
1572,True,0.9666666666666667
1573,True,1.0
1574,True,1.0
1575,True,1.0
1576,True,0.9666666666666667
1577,True,0.9666666666666667
1578,True,1.0
1579,True,1.0
1580,True,1.0
1581,True,0.9666666666666667
1582,True,0.9666666666666667
1583,True,1.0
1584,True,1.0
1585,True,0.9666666666666667
1586,True,1.0
1587,True,0.9666666666666667
1588,True,0.9666666666666667
1589,True,0.9666666666666667
1590,True,1.0
1591,True,0.9666666666666667
1592,True,0.9666666666666667
1593,True,0.9666666666666667
1594,True,1.0
1595,True,1.0
1596,True,0.9666666666666667
1597,True,1.0
1598,True,1.0
1599,True,1.0
1600,True,0.9666666666666667
1601,True,0.9666666666666667
1602,True,0.9666666666666667
1603,True,0.9666666666666667
1604,True,1.0
1605,True,1.0
1606,True,1.0
1607,True,1.0
1608,True,1.0
1609,True,1.0
1610,True,1.0
1611,True,0.9666666666666667
1612,True,1.0
1613,True,0.9666666666666667
1614,True,1.0
1615,True,0.9666666666666667
1616,True,1.0
1617,True,1.0
1618,True,0.9666666666666667
1619,True,0.9666666666666667
1620,True,1.0
1621,True,1.0
1622,True,1.0
1623,True,1.0
1624,True,1.0
1625,True,1.0
1626,True,1.0
1627,True,1.0
1628,True,1.0
1629,True,0.9666666666666667
1630,True,0.9666666666666667
1631,True,1.0
1632,True,1.0
1633,True,1.0
1634,True,1.0
1635,True,1.0
1636,True,1.0
1637,True,1.0
1638,True,1.0
1639,True,1.0
1640,True,1.0
1641,True,1.0
1642,True,1.0
1643,True,1.0
1644,True,1.0
1645,True,1.0
1646,True,1.0
1647,True,1.0
1648,True,1.0
1649,True,1.0
1650,True,1.0
1651,True,0.9666666666666667
1652,True,1.0
1653,True,0.9666666666666667
1654,True,1.0
1655,True,1.0
1656,True,1.0
1657,True,1.0
1658,True,1.0
1659,True,1.0
1660,True,1.0
1661,True,1.0
1662,True,1.0
1663,True,1.0
1664,True,0.9666666666666667
1665,True,1.0
1666,True,1.0
1667,True,0.9666666666666667
1668,True,1.0
1669,True,1.0
1670,True,1.0
1671,True,1.0
1672,True,0.9666666666666667
1673,True,1.0
1674,True,1.0
1675,True,1.0
1676,True,1.0
1677,True,1.0
1678,True,1.0
1679,True,0.9666666666666667
1680,True,0.9333333333333333
1681,True,1.0
1682,True,1.0
1683,True,0.9666666666666667
1684,True,0.9666666666666667
1685,True,1.0
1686,True,1.0
1687,True,1.0
1688,True,1.0
1689,True,1.0
1690,True,1.0
1691,True,1.0
1692,True,0.9666666666666667
1693,True,0.9666666666666667
1694,True,1.0
1695,True,1.0
1696,True,1.0
1697,True,1.0
1698,True,1.0
1699,True,1.0
1700,True,1.0
1701,True,1.0
1702,True,1.0
1703,True,1.0
1704,True,1.0
1705,True,1.0
1706,True,1.0
1707,True,1.0
1708,True,1.0
1709,True,1.0
1710,True,1.0
1711,True,1.0
1712,True,1.0
1713,True,0.9666666666666667
1714,True,0.9666666666666667
1715,True,1.0
1716,True,1.0
1717,True,1.0
1718,True,1.0
1719,True,1.0
1720,True,1.0
1721,True,1.0
1722,True,1.0
1723,True,1.0
1724,True,0.9666666666666667
1725,True,0.9666666666666667
1726,True,0.9666666666666667
1727,True,1.0
1728,True,1.0
1729,True,1.0
1730,True,1.0
1731,False,
1732,True,1.0
1733,True,1.0
1734,True,1.0
1735,True,1.0
1736,True,1.0
1737,True,1.0
1738,True,1.0
1739,True,1.0
1740,True,1.0
1741,True,1.0
1742,True,1.0
1743,True,1.0
1744,True,1.0
1745,True,1.0
1746,True,1.0
1747,True,0.9666666666666667
1748,True,1.0
1749,True,0.9333333333333333
1750,True,1.0
1751,True,1.0
1752,True,1.0
1753,True,1.0
1754,True,1.0
1755,True,0.9666666666666667
1756,True,1.0
1757,True,1.0
1758,True,0.9333333333333333
1759,True,1.0
1760,True,1.0
1761,True,1.0
1762,True,0.9666666666666667
1763,True,1.0
1764,True,1.0
1765,True,0.9666666666666667
1766,True,0.9666666666666667
1767,True,0.9666666666666667
1768,True,1.0
1769,True,0.9666666666666667
1770,True,1.0
1771,True,0.9666666666666667
1772,True,0.9333333333333333
1773,True,0.9666666666666667
1774,True,0.9666666666666667
1775,True,1.0
1776,True,1.0
1777,True,1.0
1778,True,1.0
1779,True,1.0
1780,True,1.0
1781,True,0.9666666666666667
1782,True,0.9666666666666667
1783,True,1.0
1784,True,0.9666666666666667
1785,True,1.0
1786,True,1.0
1787,True,1.0
1788,True,1.0
1789,True,1.0
1790,True,1.0
1791,True,1.0
1792,True,1.0
1793,True,1.0
1794,True,0.9666666666666667
1795,True,0.9666666666666667
1796,True,1.0
1797,True,1.0
1798,True,0.9666666666666667
1799,True,1.0
1800,True,0.9666666666666667
1801,True,1.0
1802,True,1.0
1803,True,1.0
1804,True,1.0
1805,True,1.0
1806,True,0.9666666666666667
1807,True,0.9666666666666667
1808,True,0.9333333333333333
1809,True,0.9666666666666667
1810,True,1.0
1811,True,0.9666666666666667
1812,True,1.0
1813,True,0.9666666666666667
1814,True,1.0
1815,True,1.0
1816,True,1.0
1817,True,0.9666666666666667
1818,True,1.0
1819,True,1.0
1820,True,0.9666666666666667
1821,True,1.0
1822,True,1.0
1823,True,1.0
1824,True,0.9666666666666667
1825,True,1.0
1826,True,1.0
1827,True,1.0
1828,True,1.0
1829,True,0.9666666666666667
1830,True,1.0
1831,True,1.0
1832,True,1.0
1833,True,1.0
1834,True,1.0
1835,True,1.0
1836,True,0.9666666666666667
1837,True,1.0
1838,True,1.0
1839,True,1.0
1840,True,0.9666666666666667
1841,True,1.0
1842,True,1.0
1843,True,0.9666666666666667
1844,True,0.9666666666666667
1845,True,1.0
1846,True,1.0
1847,True,0.9666666666666667
1848,True,1.0
1849,True,1.0
1850,True,0.9666666666666667
1851,True,1.0
1852,True,1.0
1853,True,1.0
1854,True,1.0
1855,True,0.9666666666666667
1856,True,1.0
1857,True,0.9666666666666667
1858,True,1.0
1859,True,1.0
1860,True,1.0
1861,True,1.0
1862,True,1.0
1863,True,1.0
1864,True,1.0
1865,True,1.0
1866,True,1.0
1867,True,1.0
1868,True,1.0
1869,True,1.0
1870,True,0.9666666666666667
1871,True,1.0
1872,True,1.0
1873,True,1.0
1874,True,0.9666666666666667
1875,True,1.0
1876,True,1.0
1877,True,0.9666666666666667
1878,True,1.0
1879,True,1.0
1880,True,1.0
1881,True,0.9666666666666667
1882,True,1.0
1883,True,1.0
1884,True,1.0
1885,True,0.9666666666666667
1886,True,0.9666666666666667
1887,True,1.0
1888,True,1.0
1889,True,1.0
1890,True,1.0
1891,True,1.0
1892,True,1.0
1893,True,0.9666666666666667
1894,True,1.0
1895,True,0.9666666666666667
1896,True,0.9666666666666667
1897,True,1.0
1898,True,1.0
1899,True,0.9666666666666667
1900,True,0.9666666666666667
1901,True,1.0
1902,True,1.0
1903,True,1.0
1904,True,0.9666666666666667
1905,True,0.9666666666666667
1906,True,1.0
1907,True,1.0
1908,True,1.0
1909,True,1.0
1910,True,1.0
1911,True,1.0
1912,True,1.0
1913,True,0.9666666666666667
1914,True,1.0
1915,True,1.0
1916,True,1.0
1917,True,1.0
1918,True,1.0
1919,True,1.0
1920,True,0.9666666666666667
1921,True,1.0
1922,True,1.0
1923,True,1.0
1924,True,1.0
1925,True,1.0
1926,True,1.0
1927,True,0.9333333333333333
1928,True,1.0
1929,True,0.9666666666666667
1930,True,1.0
1931,True,1.0
1932,True,0.9666666666666667
1933,True,1.0
1934,True,0.9666666666666667
1935,True,1.0
1936,True,1.0
1937,True,1.0
1938,True,1.0
1939,True,1.0
1940,True,0.9666666666666667
1941,True,1.0
1942,True,1.0
1943,True,1.0
1944,True,0.9666666666666667
1945,True,1.0
1946,True,1.0
1947,True,1.0
1948,True,1.0
1949,True,1.0
1950,True,1.0
1951,True,1.0
1952,True,1.0
1953,True,1.0
1954,True,1.0
1955,True,1.0
1956,True,1.0
1957,True,1.0
1958,True,0.9666666666666667
1959,True,1.0
1960,True,1.0
1961,True,1.0
1962,True,0.9666666666666667
1963,True,1.0
1964,True,1.0
1965,True,0.9666666666666667
1966,True,0.9666666666666667
1967,True,0.9666666666666667
1968,True,1.0
1969,True,1.0
1970,True,0.9666666666666667
1971,True,1.0
1972,True,1.0
1973,True,1.0
1974,True,1.0
1975,True,1.0
1976,True,0.9666666666666667
1977,True,1.0
1978,True,1.0
1979,True,0.9666666666666667
1980,True,1.0
1981,True,0.9666666666666667
1982,True,1.0
1983,True,1.0
1984,True,1.0
1985,True,1.0
1986,True,1.0
1987,True,0.9666666666666667
1988,True,1.0
1989,True,1.0
1990,True,1.0
1991,True,0.9666666666666667
1992,True,1.0
1993,True,0.9333333333333333
1994,True,1.0
1995,True,1.0
1996,True,1.0
1997,True,1.0
1998,True,1.0
1999,True,1.0
2000,True,1.0
2001,True,0.9666666666666667
2002,True,0.9666666666666667
2003,True,0.9666666666666667
2004,True,0.9666666666666667
2005,True,1.0
2006,True,1.0
2007,True,1.0
2008,True,1.0
2009,True,1.0
2010,True,0.9666666666666667
2011,True,1.0
2012,True,0.9666666666666667
2013,True,1.0
2014,True,1.0
2015,True,1.0
2016,True,1.0
2017,True,1.0
2018,True,1.0
2019,True,1.0
2020,True,1.0
2021,True,1.0
2022,True,0.9666666666666667
2023,True,0.9666666666666667
2024,True,1.0
2025,True,1.0
2026,True,1.0
2027,True,1.0
2028,True,0.9666666666666667
2029,True,0.9666666666666667
2030,True,1.0
2031,True,0.9666666666666667
2032,True,1.0
2033,True,1.0
2034,True,1.0
2035,True,1.0
2036,True,1.0
2037,True,0.9666666666666667
2038,True,1.0
2039,True,1.0
2040,True,1.0
2041,True,1.0
2042,True,1.0
2043,True,1.0
2044,True,1.0
2045,True,1.0
2046,True,1.0
2047,True,1.0
2048,True,1.0
2049,True,1.0
2050,True,1.0
2051,True,1.0
2052,True,0.9666666666666667
2053,True,1.0
2054,True,1.0
2055,True,1.0
2056,True,1.0
2057,True,0.9666666666666667
2058,True,1.0
2059,True,1.0
2060,True,1.0
2061,True,1.0
2062,True,0.9666666666666667
2063,True,0.9666666666666667
2064,True,0.9666666666666667
2065,True,1.0
2066,True,0.9666666666666667
2067,True,1.0
2068,True,1.0
2069,True,0.9666666666666667
2070,True,1.0
2071,True,0.9666666666666667
2072,True,1.0
2073,True,1.0
2074,True,0.9666666666666667
2075,True,1.0
2076,True,1.0
2077,True,0.9666666666666667
2078,True,0.9666666666666667
2079,True,1.0
2080,True,1.0
2081,True,1.0
2082,True,1.0
2083,True,1.0
2084,True,0.9666666666666667
2085,True,0.9666666666666667
2086,True,1.0
2087,True,0.9666666666666667
2088,True,1.0
2089,True,0.9666666666666667
2090,True,1.0
2091,True,1.0
2092,True,0.9666666666666667
2093,True,1.0
2094,True,1.0
2095,True,1.0
2096,True,1.0
2097,True,0.9666666666666667
2098,True,1.0
2099,True,1.0
2100,True,1.0
2101,True,1.0
2102,True,1.0
2103,True,1.0
2104,True,1.0
2105,True,0.9666666666666667
2106,True,0.9666666666666667
2107,True,0.9666666666666667
2108,True,0.9666666666666667
2109,True,0.9666666666666667
2110,True,1.0
2111,True,1.0
2112,True,1.0
2113,True,1.0
2114,True,0.9666666666666667
2115,True,0.9666666666666667
2116,True,0.9666666666666667
2117,True,0.9666666666666667
2118,True,1.0
2119,True,1.0
2120,True,1.0
2121,True,1.0
2122,True,1.0
2123,True,1.0
2124,True,1.0
2125,True,1.0
2126,True,1.0
2127,True,1.0
2128,True,0.9666666666666667
2129,True,1.0
2130,True,1.0
2131,True,1.0
2132,True,1.0
2133,True,0.9666666666666667
2134,True,0.9666666666666667
2135,True,0.9666666666666667
2136,True,1.0
2137,True,1.0
2138,True,1.0
2139,True,0.9666666666666667
2140,True,1.0
2141,True,1.0
2142,True,1.0
2143,True,1.0
2144,True,1.0
2145,True,1.0
2146,True,1.0
2147,True,0.9666666666666667
2148,True,1.0
2149,True,0.9666666666666667
2150,True,1.0
2151,True,1.0
2152,True,1.0
2153,True,1.0
2154,True,1.0
2155,True,1.0
2156,True,1.0
2157,True,0.9666666666666667
2158,True,0.9666666666666667
2159,True,1.0
2160,True,0.9666666666666667
2161,True,1.0
2162,True,1.0
2163,True,1.0
2164,True,0.9666666666666667
2165,True,1.0
2166,True,1.0
2167,True,0.9666666666666667
2168,True,0.9666666666666667
2169,True,0.9666666666666667
2170,True,0.9666666666666667
2171,True,1.0
2172,True,1.0
2173,True,0.9666666666666667
2174,True,0.9666666666666667
2175,True,1.0
2176,True,0.9666666666666667
2177,True,0.9666666666666667
2178,True,1.0
2179,True,1.0
2180,True,0.9666666666666667
2181,True,1.0
2182,True,1.0
2183,True,0.9666666666666667
2184,True,1.0
2185,True,0.9666666666666667
2186,True,0.9666666666666667
2187,True,0.9333333333333333
2188,True,0.9666666666666667
2189,True,1.0
2190,True,1.0
2191,True,1.0
2192,True,0.9666666666666667
2193,True,0.9666666666666667
2194,True,1.0
2195,True,1.0
2196,True,1.0
2197,True,0.9666666666666667
2198,True,0.9666666666666667
2199,True,0.9666666666666667
2200,True,1.0
2201,True,0.9666666666666667
2202,True,1.0
2203,True,1.0
2204,True,0.9666666666666667
2205,True,1.0
2206,True,1.0
2207,True,1.0
2208,True,1.0
2209,True,1.0
2210,True,0.9666666666666667
2211,True,1.0
2212,True,1.0
2213,True,1.0
2214,True,1.0
2215,True,1.0
2216,True,1.0
2217,True,1.0
2218,True,1.0
2219,True,1.0
2220,True,0.9666666666666667
2221,True,1.0
2222,True,0.9666666666666667
2223,True,0.9666666666666667
2224,True,0.9666666666666667
2225,True,0.9333333333333333
2226,True,0.9333333333333333
2227,True,0.9666666666666667
2228,True,1.0
2229,True,1.0
2230,True,1.0
2231,True,1.0
2232,True,1.0
2233,True,1.0
2234,True,0.9666666666666667
2235,True,1.0
2236,True,1.0
2237,True,1.0
2238,True,1.0
2239,True,1.0
2240,True,1.0
2241,True,0.9666666666666667
2242,True,1.0
2243,True,1.0
2244,True,1.0
2245,True,1.0
2246,True,1.0
2247,True,1.0
2248,True,1.0
2249,True,1.0
2250,True,1.0
2251,True,1.0
2252,True,1.0
2253,True,0.9666666666666667
2254,True,1.0
2255,True,1.0
2256,True,0.9666666666666667
2257,True,0.9666666666666667
2258,True,1.0
2259,True,0.9666666666666667
2260,True,1.0
2261,True,1.0
2262,True,1.0
2263,True,1.0
2264,True,0.9666666666666667
2265,True,1.0
2266,True,1.0
2267,True,1.0
2268,True,1.0
2269,True,1.0
2270,True,1.0
2271,True,1.0
2272,True,0.9333333333333333
2273,True,0.9666666666666667
2274,True,1.0
2275,True,0.9666666666666667
2276,True,1.0
2277,True,1.0
2278,True,0.9666666666666667
2279,True,1.0
2280,True,1.0
2281,True,0.9666666666666667
2282,True,1.0
2283,True,1.0
2284,True,0.9666666666666667
2285,True,1.0
2286,True,1.0
2287,True,1.0
2288,True,1.0
2289,True,0.9666666666666667
2290,True,0.9666666666666667
2291,True,1.0
2292,True,0.9666666666666667
2293,True,1.0
2294,True,1.0
2295,True,1.0
2296,True,1.0
2297,True,1.0
2298,True,1.0
2299,True,1.0
2300,True,1.0
2301,True,1.0
2302,True,0.9333333333333333
2303,True,0.9333333333333333
2304,True,0.9666666666666667
2305,True,1.0
2306,True,0.9666666666666667
2307,True,1.0
2308,True,0.9666666666666667
2309,True,1.0
2310,True,0.9666666666666667
2311,True,1.0
2312,True,0.9666666666666667
2313,True,1.0
2314,True,0.9666666666666667
2315,True,1.0
2316,True,1.0
2317,True,1.0
2318,True,1.0
2319,True,1.0
2320,True,0.9666666666666667
2321,True,1.0
2322,True,1.0
2323,True,1.0
2324,True,1.0
2325,True,1.0
2326,True,1.0
2327,True,1.0
2328,True,1.0
2329,True,1.0
2330,True,1.0
2331,True,1.0
2332,True,1.0
2333,True,0.9666666666666667
2334,True,1.0
2335,True,1.0
2336,True,1.0
2337,True,1.0
2338,True,1.0
2339,True,1.0
2340,True,1.0
2341,True,0.9666666666666667
2342,True,1.0
2343,True,0.9666666666666667
2344,True,1.0
2345,True,0.9666666666666667
2346,True,0.9666666666666667
2347,True,1.0
2348,True,1.0
2349,True,1.0
2350,True,0.9666666666666667
2351,True,1.0
2352,True,1.0
2353,True,0.9666666666666667
2354,True,1.0
2355,True,1.0
2356,True,1.0
2357,True,1.0
2358,True,1.0
2359,True,0.9666666666666667
2360,True,1.0
2361,True,0.9666666666666667
2362,True,0.9666666666666667
2363,True,1.0
2364,True,1.0
2365,True,1.0
2366,True,1.0
2367,True,1.0
2368,True,1.0
2369,True,1.0
2370,True,1.0
2371,True,0.9333333333333333
2372,False,
2373,True,1.0
2374,True,1.0
2375,True,1.0
2376,True,1.0
2377,True,0.9666666666666667
2378,True,1.0
2379,True,1.0
2380,True,0.9666666666666667
2381,True,0.9666666666666667
2382,True,1.0
2383,True,1.0
2384,True,1.0
2385,True,0.9666666666666667
2386,True,0.9666666666666667
2387,True,1.0
2388,True,1.0
2389,True,1.0
2390,True,1.0
2391,True,1.0
2392,True,1.0
2393,True,0.9666666666666667
2394,True,1.0
2395,True,1.0
2396,True,1.0
2397,True,1.0
2398,True,0.9666666666666667
2399,True,1.0
2400,True,1.0
2401,True,1.0
2402,True,1.0
2403,True,1.0
2404,True,1.0
2405,True,0.9333333333333333
2406,True,1.0
2407,True,1.0
2408,True,0.9666666666666667
2409,True,0.9666666666666667
2410,True,1.0
2411,True,1.0
2412,True,1.0
2413,True,1.0
2414,True,1.0
2415,True,1.0
2416,True,1.0
2417,True,1.0
2418,True,1.0
2419,True,1.0
2420,True,1.0
2421,True,1.0
2422,True,1.0
2423,True,1.0
2424,True,1.0
2425,True,1.0
2426,True,1.0
2427,True,1.0
2428,True,1.0
2429,True,1.0
2430,True,0.9666666666666667
2431,True,1.0
2432,True,1.0
2433,True,1.0
2434,True,1.0
2435,True,1.0
2436,True,1.0
2437,True,1.0
2438,False,
2439,True,1.0
2440,True,1.0
2441,True,1.0
2442,True,1.0
2443,True,1.0
2444,True,0.9666666666666667
2445,True,1.0
2446,True,1.0
2447,True,1.0
2448,True,1.0
2449,True,1.0
2450,True,1.0
2451,True,1.0
2452,True,1.0
2453,True,0.9666666666666667
2454,True,1.0
2455,True,1.0
2456,True,1.0
2457,True,1.0
2458,True,0.9666666666666667
2459,True,1.0
2460,True,1.0
2461,True,1.0
2462,True,0.9666666666666667
2463,True,0.9666666666666667
2464,True,1.0
2465,True,0.9666666666666667
2466,True,1.0
2467,True,1.0
2468,True,1.0
2469,True,1.0
2470,True,1.0
2471,True,1.0
2472,True,1.0
2473,True,1.0
2474,True,1.0
2475,True,0.9333333333333333
2476,True,1.0
2477,True,0.9666666666666667
2478,True,1.0
2479,True,0.9666666666666667
2480,True,0.9666666666666667
2481,True,1.0
2482,True,0.9666666666666667
2483,True,1.0
2484,True,0.9333333333333333
2485,True,1.0
2486,True,1.0
2487,True,0.9666666666666667
2488,True,1.0
2489,True,1.0
2490,True,1.0
2491,True,1.0
2492,True,1.0
2493,True,0.9333333333333333
2494,True,1.0
2495,True,1.0
2496,True,1.0
2497,True,1.0
2498,True,1.0
2499,True,1.0
2500,True,1.0
2501,True,1.0
2502,True,1.0
2503,True,0.9666666666666667
2504,True,1.0
2505,False,
2506,True,1.0
2507,True,1.0
2508,True,1.0
2509,True,1.0
2510,True,1.0
2511,True,1.0
2512,True,1.0
2513,True,1.0
2514,True,0.9666666666666667
2515,True,1.0
2516,True,1.0
2517,True,1.0
2518,True,1.0
2519,True,1.0
2520,True,1.0
2521,True,1.0
2522,True,0.9666666666666667
2523,True,1.0
2524,True,1.0
2525,True,0.9666666666666667
2526,True,1.0
2527,True,1.0
2528,True,1.0
2529,True,1.0
2530,True,0.9666666666666667
2531,True,1.0
2532,True,0.9666666666666667
2533,True,0.9666666666666667
2534,True,0.9666666666666667
2535,True,1.0
2536,True,1.0
2537,True,1.0
2538,True,0.9666666666666667
2539,True,0.9333333333333333
2540,True,0.9666666666666667
2541,True,0.9666666666666667
2542,True,1.0
2543,True,0.9666666666666667
2544,True,0.9666666666666667
2545,True,1.0
2546,True,1.0
2547,True,1.0
2548,True,1.0
2549,True,0.9666666666666667
2550,True,1.0
2551,True,1.0
2552,True,1.0
2553,True,0.9666666666666667
2554,True,1.0
2555,True,1.0
2556,True,1.0
2557,True,0.9333333333333333
2558,True,0.9666666666666667
2559,True,1.0
2560,True,1.0
2561,True,1.0
2562,False,
2563,True,1.0
2564,True,0.9333333333333333
2565,True,1.0
2566,True,1.0
2567,True,1.0
2568,True,1.0
2569,True,1.0
2570,True,1.0
2571,True,0.9666666666666667
2572,False,
2573,False,
2574,True,1.0
2575,True,1.0
2576,True,1.0
2577,True,1.0
2578,True,1.0
2579,True,1.0
2580,True,1.0
2581,True,1.0
2582,True,1.0
2583,True,1.0
2584,True,0.9666666666666667
2585,True,1.0
2586,True,0.9333333333333333
2587,True,1.0
2588,True,1.0
2589,True,0.9333333333333333
2590,True,0.9666666666666667
2591,True,0.9666666666666667
2592,True,1.0
2593,True,1.0
2594,True,1.0
2595,True,1.0
2596,True,1.0
2597,True,1.0
2598,True,1.0
2599,True,0.9666666666666667
2600,True,1.0
2601,True,0.9666666666666667
2602,True,1.0
2603,True,1.0
2604,True,1.0
2605,True,1.0
2606,True,0.9333333333333333
2607,True,1.0
2608,True,1.0
2609,True,1.0
2610,True,1.0
2611,True,1.0
2612,True,1.0
2613,True,1.0
2614,True,1.0
2615,True,1.0
2616,True,1.0
2617,True,1.0
2618,True,1.0
2619,True,0.9333333333333333
2620,True,0.9666666666666667
2621,True,1.0
2622,True,1.0
2623,True,1.0
2624,True,1.0
2625,True,1.0
2626,True,1.0
2627,True,0.9666666666666667
2628,True,1.0
2629,True,0.9666666666666667
2630,True,1.0
2631,True,1.0
2632,True,1.0
2633,True,0.9666666666666667
2634,True,1.0
2635,True,1.0
2636,True,1.0
2637,True,0.9666666666666667
2638,True,1.0
2639,True,1.0
2640,True,1.0
2641,True,1.0
2642,True,1.0
2643,True,0.9333333333333333
2644,True,1.0
2645,True,1.0
2646,True,1.0
2647,True,1.0
2648,True,1.0
2649,True,0.9666666666666667
2650,True,1.0
2651,True,1.0
2652,True,1.0
2653,True,1.0
2654,True,1.0
2655,True,1.0
2656,True,1.0
2657,True,0.9333333333333333
2658,True,1.0
2659,True,1.0
2660,True,1.0
2661,True,1.0
2662,True,1.0
2663,True,0.9666666666666667
2664,True,0.9666666666666667
2665,True,1.0
2666,True,1.0
2667,True,1.0
2668,True,1.0
2669,True,1.0
2670,True,0.9666666666666667
2671,True,1.0
2672,True,1.0
2673,True,1.0
2674,True,1.0
2675,True,1.0
2676,True,0.9666666666666667
2677,True,1.0
2678,True,1.0
2679,True,0.9666666666666667
2680,True,1.0
2681,True,1.0
2682,True,1.0
2683,True,1.0
2684,True,1.0
2685,True,1.0
2686,False,
2687,True,1.0
2688,True,1.0
2689,True,0.9666666666666667
2690,True,1.0
2691,True,1.0
2692,True,1.0
2693,True,1.0
2694,True,1.0
2695,True,1.0
2696,True,1.0
2697,True,1.0
2698,True,1.0
2699,True,1.0
2700,True,0.9666666666666667
2701,True,0.9666666666666667
2702,True,0.9666666666666667
2703,True,1.0
2704,True,1.0
2705,True,0.9666666666666667
2706,True,1.0
2707,True,1.0
2708,True,1.0
2709,True,1.0
2710,True,1.0
2711,True,0.9333333333333333
2712,True,1.0
2713,True,0.9333333333333333
2714,True,1.0
2715,True,1.0
2716,True,1.0
2717,True,1.0
2718,True,1.0
2719,True,1.0
2720,True,0.9666666666666667
2721,True,0.9666666666666667
2722,True,1.0
2723,True,0.9666666666666667
2724,False,
2725,True,1.0
2726,True,1.0
2727,True,1.0
2728,True,1.0
2729,True,1.0
2730,True,1.0
2731,True,0.9666666666666667
2732,True,0.9666666666666667
2733,True,0.9333333333333333
2734,True,0.9666666666666667
2735,True,1.0
2736,True,0.9666666666666667
2737,True,1.0
2738,True,1.0
2739,True,1.0
2740,True,0.9666666666666667
2741,True,1.0
2742,True,1.0
2743,True,1.0
2744,True,1.0
2745,True,1.0
2746,True,1.0
2747,True,0.9666666666666667
2748,True,0.9666666666666667
2749,True,0.9333333333333333
2750,True,0.9666666666666667
2751,True,1.0
2752,True,1.0
2753,True,1.0
2754,True,1.0
2755,True,1.0
2756,True,1.0
2757,True,0.9666666666666667
2758,True,1.0
2759,True,0.9666666666666667
2760,True,1.0
2761,True,0.9666666666666667
2762,True,0.9333333333333333
2763,True,1.0
2764,True,1.0
2765,True,1.0
2766,True,1.0
2767,True,1.0
2768,True,1.0
2769,True,1.0
2770,True,1.0
2771,True,1.0
2772,True,0.9333333333333333
2773,True,1.0
2774,True,1.0
2775,True,1.0
2776,True,0.9333333333333333
2777,True,1.0
2778,True,1.0
2779,True,1.0
2780,True,1.0
2781,True,1.0
2782,True,1.0
2783,True,1.0
2784,True,0.9666666666666667
2785,True,1.0
2786,True,1.0
2787,True,0.9666666666666667
2788,True,1.0
2789,True,1.0
2790,True,0.9666666666666667
2791,True,1.0
2792,True,0.9666666666666667
2793,True,1.0
2794,True,0.9333333333333333
2795,True,1.0
